282;Time to Kill, A (1996);A Time to Kill is a 1996 American crime drama film adaptation of John Grisham's 1989 novel of the same name, directed by Joel Schumacher. Sandra Bullock, Samuel L. Jackson, Matthew McConaughey, and Kevin Spacey star, with Oliver Platt, Ashley Judd, Kiefer and Donald Sutherland, and Patrick McGoohan appearing in supporting roles. Set in Canton, Mississippi, the film involves the rape of a young girl, the arrest of the rapists, their subsequent murder by the girl's father, and the father's trial for murder. The film was a critical and commercial success, making $152 million at the worldwide box office.
283;Emma (1996);"Jane Austen's Emma is an adaptation of the 1815 novel of the same name. It was adapted for the British television network ITV in 1996, directed by Diarmuid Lawrence and dramatised by Andrew Davies, the same year as Miramax's film adaptation of Emma starring Gwyneth Paltrow. This production of Emma stars Kate Beckinsale as the title character, and also features Samantha Morton as Harriet Smith and Mark Strong as Mr. Knightley.
Davies had recently adapted another Austen novel as the successful 1995 television serial Pride and Prejudice for BBC when he proposed to adapt the novel Emma for the network. BBC had already made such an agreement with another screenwriter however, leading Davies to approach ITV.
Emma received generally positive reviews from critics, who believed it to be superior to the 1996 Miramax film. Most focused on Beckinsale's performance as a positive highlight. It aired on ITV on the 24 November 1996 and garnered an estimated 12 million viewers. It also was broadcast on the American channel A&E in 16 February 1997."
284;Tin Cup (1996);Tin Cup is a 1996 romantic comedy film co-written and directed by Ron Shelton, and starring Kevin Costner and Rene Russo with Cheech Marin and Don Johnson in major supporting roles.
285;Secrets & Lies (1996);"Secrets & Lies is a 1996 British drama film written and directed by Mike Leigh. Led by an ensemble cast consisting of many Leigh regulars, it stars Marianne Jean-Baptiste as Hortense, a well-educated black middle-class London optometrist, who was adopted as a baby and has chosen to trace her family history – only to discover that her birth mother, Cynthia, played by Brenda Blethyn, is a working-class white woman with a dysfunctional family. Claire Rushbrook co-stars as Cynthia's other daughter Roxanne, while Timothy Spall and Phyllis Logan portray Cynthia's brother and sister-in-law, who have secrets of their own affecting their everyday family life.
Secrets & Lies was one of the films competing for the Palme d'Or at the 1996 Cannes Film Festival. It eventually won three awards, including the Best Actress award for Blethyn and the Palme d'Or. Critically acclaimed, the film won numerous other awards, including the Goya Award for Best European Film and the LFCC Award for Film of the Year. At the 50th British Academy Film Awards, the film received seven nominations, winning both Best British Film and Best Original Screenplay. It also received five Academy Award nominations, while Blethyn also won the Golden Globe Award for Best Actress in a Motion Picture – Drama for her portrayal."
286;English Patient, The (1996);"The English Patient is a 1996 British-American war drama film directed by Anthony Minghella from his own script based on the novel of the same name by Michael Ondaatje and produced by Saul Zaentz.
The film was released to critical acclaim, and received 12 nominations at the 69th Academy Awards, eventually winning nine, including Best Picture, Best Director for Minghella and Best Supporting Actress for Juliette Binoche."
287;Marvin's Room (1996);"Marvin's Room is a 1997 American drama film directed by Jerry Zaks. The script was written by John Guare and based on the play of the same name by Scott McPherson, who died in 1992. McPherson had completed a screenplay for a film version before he died, however Guare was hired to update it when the film eventually started production years later.
It stars Meryl Streep, Leonardo DiCaprio, Diane Keaton, Robert De Niro, Hume Cronyn, Gwen Verdon, Hal Scardino and Dan Hedaya. Original music for the film was composed by Rachel Portman. Carly Simon wrote and performed the theme song ""Two Little Sisters"", with Meryl Streep adding background vocals."
288;Scream (1996);"Scream is a 1996 American slasher film written by Kevin Williamson and directed by Wes Craven. The film stars David Arquette, Neve Campbell, Courteney Cox, Matthew Lillard, Rose McGowan, Skeet Ulrich, and Drew Barrymore. Released on December 20, 1996, Scream follows the character of Sidney Prescott (Campbell), a high school student in the fictional town of Woodsboro, California, who becomes the target of a mysterious killer known as Ghostface. The film combined black comedy and ""whodunit"" mystery with the violence of the slasher genre to satirize the clichés of the horror film genre popularized in films such as Halloween and Friday the 13th. The film was considered unique at the time of its release for featuring characters who were aware of real world horror films and openly discussed the clichés that Scream attempted to subvert.
Based partly on the real life case of the Gainesville Ripper, Scream was inspired by Williamson's passion for horror films, especially Halloween (1978). The script, originally titled Scary Movie, was bought by Dimension Films and was retitled by the Weinstein Brothers just before filming was complete. The production faced censorship issues with the Motion Picture Association of America and obstacles from locals while filming on location. The film went on to financial and critical acclaim, earning $173 million worldwide, and became the highest-grossing slasher film in the US in unadjusted dollars. It received several awards and award nominations. The soundtrack by Marco Beltrami was also acclaimed, and was cited as ""[one] of the most intriguing horror scores composed in years."" It has since earned ""cult status."" Scream marked a change in the genre as it cast already-established and successful actors, which was considered to have helped it find a wider audience, including a significant female viewership.
Scream was credited with revitalizing the horror genre in the 1990s, which was considered to be almost dead following an influx of direct-to-video titles and numerous sequels to established horror franchises of the 1970s and 1980s. These sequels drew decreasing financial and critical success, as they exploited clichés upon which films in the genre had become reliant. Scream's success spawned a series of sequels, though only Scream 2, released in 1997, achieved a level of commercial and critical success equal to the original film. In the years following the release of Scream, the film was accused of inspiring and even inducing violent crimes and murders."
289;Evita (1996);"Evita is a 1996 American musical drama film based on the 1976 concept album of the same name produced by Tim Rice and Andrew Lloyd Webber, which also inspired a 1978 musical. The film depicts the life of Eva Perón, detailing her beginnings, rise to fame, political career and death at the age of 33. Directed by Alan Parker, and written by Parker and Oliver Stone, Evita stars Madonna as Eva, Jonathan Pryce as Eva's husband Juan Perón, and Antonio Banderas as Ché, an everyman who acts as the film's narrator.
Following the release of the 1976 album, a film adaptation of the musical became mired in development hell for more than fifteen years, as the rights were passed on to several major studios, and various directors and actors considered. In 1993, producer Robert Stigwood sold the rights to Andrew G. Vajna, who agreed to finance the film through his independent company Cinergi Pictures, with the Walt Disney Studios distributing the film through Hollywood Pictures. After Stone stepped down from the project in 1994, Parker agreed to write and direct the film. Recording sessions for the songs and soundtrack took place at CTS Studios in London, England, roughly four months before filming. Parker worked with Rice and Lloyd Webber to compose the soundtrack, reworking the original songs by creating the music first and then the lyrics. They also wrote a new song, ""You Must Love Me"", for the film. Principal photography commenced in February 1996 with a budget of $55 million, and concluded in May of that year. Filming took place on locations in Buenos Aires and Budapest, and on soundstages at Shepperton Studios. The film's production in Argentina was met with controversy, as the cast and crew faced protests over fears that the project would tarnish Eva's image.
Evita premiered at the Shrine Auditorium in Los Angeles, California, on December 14, 1996. Hollywood Pictures gave the film a platform release, which involved releasing it in select cities before expanding distribution in the following weeks. The film had a limited release on December 25, 1996, before opening nationwide on January 10, 1997. It grossed over $141 million at the worldwide box office. The film received a mixed critical response; reviewers praised Madonna's performance, the music, costume designs and cinematography, while criticism was aimed at the pacing and direction. Evita received many awards and nominations, including the Academy Award for Best Original Song (""You Must Love Me""), and three Golden Globe Awards for Best Picture – Comedy or Musical, Best Original Song (""You Must Love Me"") and Best Actress – Comedy or Musical (Madonna)."
290;Fierce Creatures (1997);"Fierce Creatures is a 1997 farcical comedy film. While not literally a sequel, Fierce Creatures is a spiritual successor to the 1988 film A Fish Called Wanda. Both films star John Cleese, Jamie Lee Curtis, Kevin Kline and Michael Palin. Fierce Creatures was written by John Cleese, and directed by Robert Young and Fred Schepisi.
The film was dedicated to Gerald Durrell and Peter Cook. Some scenes were filmed at Jersey Zoo, a zoological park founded by Durrell."
291;Absolute Power (1997);Absolute Power is a 1997 American political thriller film produced by, directed by, and starring Clint Eastwood as a master jewel thief who witnesses the killing of a woman by Secret Service agents. The screenplay by William Goldman is based on the 1996 novel Absolute Power by David Baldacci. Screened at the 1997 Cannes Film Festival, the film also stars Gene Hackman, Ed Harris, Laura Linney, Judy Davis, Scott Glenn and Dennis Haysbert. It was also the last screen appearance of E. G. Marshall.
292;Rosewood (1997);"The Rosewood massacre was a violent, racially motivated massacre of blacks and destruction of a black town that took place during the first week of January 1923 in rural Levy County, Florida. At least six blacks and two whites were killed, and the town of Rosewood was abandoned and destroyed in what contemporary news reports characterized as a race riot. Racial disturbances were common during the early 20th century in the United States, reflecting the nation's rapid social changes. Florida had an especially high number of lynchings of black males in the years before the massacre, including a well-publicized incident in December 1922.
Prior to the massacre, the town of Rosewood had been a quiet, primarily black, self-sufficient whistle stop on the Seaboard Air Line Railway. Trouble began when white men from several nearby towns lynched a black Rosewood resident because of unsupported accusations that a white woman in nearby Sumner had been beaten and possibly raped by a black drifter. When the town's black citizens rallied together to defend themselves against further attacks, a mob of several hundred whites combed the countryside hunting for black people, and burned almost every structure in Rosewood. Survivors from the town hid for several days in nearby swamps until they were evacuated by train and car to larger towns. Although state and local authorities were aware of the violence, no arrests were made for what happened in Rosewood. The town was abandoned by its former black residents; none ever moved back.
Although the rioting was widely reported around the United States at the time, few official records documented the event. Survivors, their descendants, and the perpetrators remained silent about Rosewood for decades. Sixty years after the rioting, the story of Rosewood was revived in major media when several journalists covered it in the early 1980s. Survivors and their descendants organized to sue the state for having failed to protect Rosewood's black community. In 1993, the Florida Legislature commissioned a report on the massacre. As a result of the findings, Florida became the first U.S. state to compensate survivors and their descendants for damages incurred because of racial violence. The incident was the subject of a 1997 feature film directed by John Singleton. In 2004, the state designated the site of Rosewood as a Florida Heritage Landmark. Officially, the recorded death toll of the first week of January 1923 was six blacks and two whites. Historians disagree about this number. Some survivors' stories claim there may have been up to 27 black residents killed, and assert that newspapers did not report the total number of white deaths. Minnie Lee Langley, who was in the Carrier house siege, recalls that she stepped over many white bodies on the porch when she left the house. Several eyewitnesses claim to have seen a mass grave filled with black people; one remembers a plow brought from Cedar Key that covered 26 bodies. Others claimed as many as 150 people were killed. However, by the time authorities investigated these claims, most of the witnesses were dead, or too elderly and infirm to lead them to a site to confirm the stories."
293;Donnie Brasco (1997);"Donnie Brasco is a 1997 American crime drama film directed by Mike Newell, and starring Al Pacino and Johnny Depp. Michael Madsen, Bruno Kirby, James Russo, and Anne Heche appeared in supporting roles.
The film is based on the true story of Joseph D. Pistone (Depp), an FBI undercover agent who infiltrated the Mafia Bonanno crime family in New York City during the 1970s, under the alias Donnie Brasco, a.k.a. ""The Jewel Man"". Brasco maneuvers his way into the confidence of an aging hit-man, Lefty Ruggiero (Pacino), who vouches for him. As Donnie moves deeper into the Mafia, he realizes that not only is he crossing the line between federal agent and criminal, but also leading his friend Lefty to an almost certain death.
It was nominated for an Academy Award for Best Adapted Screenplay. The adaptation of the book by Joseph D. Pistone and Richard Woodley was by screenwriter Paul Attanasio. The film was a box office success, earning $124.9 million against a $35 million budget, and receiving critical acclaim."
294;Liar Liar (1997);"Liar Liar is a 1997 American comedy film directed by Tom Shadyac, written by Paul Guay and Stephen Mazur and starring Jim Carrey, who was nominated for a Golden Globe Award for Best Actor in Comedy.
The film is the second of three collaborations between Carrey and Shadyac, the first being Ace Ventura: Pet Detective and the third being Bruce Almighty. It is also the second of three collaborations between Guay and Mazur, the others being The Little Rascals and Heartbreakers. It has been unofficially remade in Bollywood as Kyo Kii... Main Jhuth Nahin Bolta."
295;Breakdown (1997);Breakdown is a 1997 American adventure mystery thriller film directed and co-written by Jonathan Mostow. It stars Kurt Russell, J. T. Walsh and Kathleen Quinlan. The original music score was composed by Basil Poledouris. The film was produced by Dino De Laurentiis and Martha De Laurentiis, and released on May 2, 1997 by Paramount Pictures.
296;Promesse, La (1996);"La Promesse (lit. ""The Promise"") is a 1996 drama film by the Belgian brothers Luc Dardenne and Jean-Pierre Dardenne. The plot involves a father, Roger, who traffics and exploits illegal aliens coming into conflict with his teenage mechanic-aspiring son, Igor, after them covering up the accidental death of one of the immigrants results in Igor trying to help out the dead man's family."
297;Ulee's Gold (1997);"Ulee's Gold is a 1997 American independent drama film written and directed by Victor Nuñez and starring Peter Fonda in the title role. Co-stars include Patricia Richardson, Christine Dunford, Tom Wood, Jessica Biel, J. Kenneth Campbell and Vanessa Zima. It was released by Orion Pictures, with Jonathan Demme receiving presenter credits for his role in the film's financing.
The film was the ""Centerpiece Premiere"" at the 1997 Sundance Film Festival. Fonda won a Golden Globe for his performance and was also nominated for an Academy Award for Best Actor and a Screen Actors Guild Award.
The film's title refers most concretely to the honey Ulee produces as a beekeeper, particularly that made from the nectar of the tupelo tree.
Van Morrison sings ""Tupelo Honey"" (the title song of his 1971 album) over the end credits."
298;Face/Off (1997);"Face/Off is a 1997 American science fiction action film directed by John Woo, written by Mike Werb and Michael Colleary, and starring John Travolta and Nicolas Cage. Travolta plays an FBI agent and Cage plays a terrorist, sworn enemies who assume each other's physical appearance.
The first Hollywood film in which Woo was given major creative control, Face/Off earned favorable reviews and grossed $245 million worldwide. The film was nominated for an Academy Award in the category of Sound Effects Editing (Mark Stoeckinger) at the 70th Academy Awards."
299;Hoodlum (1997);"""Hoodlum"" is a 1997 single by Mobb Deep. The song also features Big Noyd and Rakim. It was featured on the Hoodlum soundtrack."
300;Air Force One (1997);"Air Force One is a 1997 American political action-thriller film written by Andrew W. Marlowe and directed and co-produced by Wolfgang Petersen. It is about a group of Russian terrorists that hijack Air Force One.
The film stars Harrison Ford and Gary Oldman, as well as Glenn Close, Xander Berkeley, William H. Macy, Dean Stockwell and Paul Guilfoyle. A box office success with generally positive critical reviews, the film was one of the most popular action films of the 1990s."
301;In & Out (1997);"Souled Out was a professional wrestling pay-per-view (PPV) event promoted by World Championship Wrestling (WCW) in January from 1997 through 2000. The 1997 and 1998 WCW Souled Out PPV events were held on Saturdays due to the Super Bowl played the next day, and the 1999 and 2000 shows were held on Sundays.
The event was originally conceived in 1997 as a New World Order exclusive pay-per-view, but did not generate the revenue that WCW had hoped it would, due to a low buy rate and a lack of ticket revenue from hosting the event in such a small facility. The pay-per-view was also created as a testing nWo event in order to see if there was enough demand to having two PPVs per month (one as a WCW event and the other as an nWo event). Despite the initial poor review, WCW elected to keep the event on its calendar (as prior to 1997 it did not have a regular January PPV event) and Souled Out became a co-branded WCW/nWo event during the 1998 edition. This established a practice WCW used throughout 1998, as all of its pay-per-view events that year were co-branded. The co-branding continued until the following Souled Out, when interim WCW President Ric Flair declared that WCW pay-per-views would no longer carry nWo branding.
The final Souled Out event was held in 2000, and WCW renamed its January PPV WCW Sin for 2001. Since its 2001 purchase of WCW, World Wrestling Entertainment has owned the rights to the Souled Out name, but have not used it for a pay-per-view. In 2015, All WCW pay-per-views were made available on the WWE Network."
302;L.A. Confidential (1997);"Jay Robert Hart is a set decorator who has worked in the film industry since the early 1990s. Hart and art director Jeannine Oppewall were nominated for the Academy Award for Best Art Direction for L.A. Confidential (1997) and for Pleasantville (1998).

"
303;Ulee's Gold (1997);"Ulee's Gold is a 1997 American independent drama film written and directed by Victor Nuñez and starring Peter Fonda in the title role. Co-stars include Patricia Richardson, Christine Dunford, Tom Wood, Jessica Biel, J. Kenneth Campbell and Vanessa Zima. It was released by Orion Pictures, with Jonathan Demme receiving presenter credits for his role in the film's financing.
The film was the ""Centerpiece Premiere"" at the 1997 Sundance Film Festival. Fonda won a Golden Globe for his performance and was also nominated for an Academy Award for Best Actor and a Screen Actors Guild Award.
The film's title refers most concretely to the honey Ulee produces as a beekeeper, particularly that made from the nectar of the tupelo tree.
Van Morrison sings ""Tupelo Honey"" (the title song of his 1971 album) over the end credits."
304;Fly Away Home (1996);"Fly Away Home (a.k.a. Flying Wild and Flying Wild, Father Goose) is a 1996 family drama film directed by Carroll Ballard. The film stars Anna Paquin, Jeff Daniels and Dana Delany. Fly Away Home was released on September 13, 1996 by Columbia Pictures.
Fly Away Home dramatizes the actual experiences of Bill Lishman who, in 1986, started training geese to follow his ultralight aircraft, and succeeded in leading their migration in 1993."
305;Ice Storm, The (1997);An ice storm is a type of winter storm characterized by freezing rain, also known as a glaze event or, in some parts of the United States, as a silver thaw. The U.S. National Weather Service defines an ice storm as a storm which results in the accumulation of at least 0.25-inch (6.4 mm) of ice on exposed surfaces. From 1982 to 1994, ice storms were more common than blizzards and averaged 16 per year. They are generally not violent storms but instead are commonly perceived as gentle rains occurring at temperatures just below freezing.
306;Mrs. Brown (Her Majesty, Mrs. Brown) (1997);"Mrs Brown, also theatrically released as Her Majesty, Mrs Brown, is a 1997 British drama film starring Judi Dench, Billy Connolly, Geoffrey Palmer, Antony Sher, and Gerard Butler in his film debut. It was written by Jeremy Brock and directed by John Madden.
The film was produced by the BBC and Ecosse Films with the intention of being shown on BBC One and on WGBH's Masterpiece Theatre. However, it was acquired by Miramax and released to unexpected success, going on to earn more than $13 million worldwide.
The film was screened in the Un Certain Regard section at the 1997 Cannes Film Festival. Dench was nominated for the Academy Award for Best Actress, but lost to Helen Hunt for her role in As Good as It Gets."
307;Devil's Advocate, The (1997);"The Devil's Advocate (marketed as Devil's Advocate) is a 1997 American supernatural drama thriller film based on Andrew Neiderman's novel of the same name. It is directed by Taylor Hackford, and stars Keanu Reeves, Al Pacino and Charlize Theron.
The film's title is a reference to the commonly used phrase ""devil's advocate"", and Pacino's character is named after the author of Paradise Lost, John Milton. The movie has some minor allusions to Milton's epic, such as the famous quotation ""Better to reign in Hell than serve in Heaven."""
308;FairyTale: A True Story (1997);"FairyTale: A True Story is a 1997 French-American fantasy drama film directed by Charles Sturridge and produced by Bruce Davey and Wendy Finerman. It is loosely based on the story of the Cottingley Fairies. Its plot takes place in the year 1917 in England, and follows two children who take a photograph soon believed to be the first scientific evidence of the existence of fairies. The film was produced by Icon Productions and was distributed by Paramount Pictures in the United States and by Warner Bros. internationally; it was released in the United States on October 24, 1997."
309;Deceiver (1997);Deceiver is a 1997 murder mystery film. It won Best Cinematography and Best Screenplay at the 1997 Stockholm Film Festival, and the Special Jury Prize at the 1998 Cognac Police Film Festival.
310;Rainmaker, The (1997);"The Rainmaker is a 1997 American legal drama film based on John Grisham's 1995 novel of the same name, and written and directed by Francis Ford Coppola. It stars Matt Damon, Danny DeVito, Danny Glover, Claire Danes, Jon Voight, Roy Scheider, Mickey Rourke, Virginia Madsen, Mary Kay Place and Teresa Wright in her final film role.

"
311;Wings of the Dove, The (1997);
312;Midnight in the Garden of Good and Evil (1997);"Midnight in the Garden of Good and Evil is a non-fiction work by John Berendt. The book, Berendt's first, was published in 1994. It became a New York Times Best-Seller for 216 weeks following its debut and remains the longest-standing New York Times Best-Seller.
The book was subsequently made into a 1997 film adaptation, directed by Clint Eastwood, starring Kevin Spacey and John Cusack, and based loosely on Berendt's story. It was also adapted as a metabook in 2015."
313;Titanic (1997);"Titanic is a 1997 American epic romance-disaster film directed, written, co-produced, and co-edited by James Cameron. A fictionalized account of the sinking of the RMS Titanic, it stars Leonardo DiCaprio and Kate Winslet as members of different social classes who fall in love aboard the ship during its ill-fated maiden voyage.
Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster. Production began in 1995, when Cameron shot footage of the actual Titanic wreck. The modern scenes on the research vessel were shot on board the Akademik Mstislav Keldysh, which Cameron had used as a base when filming the wreck. Scale models, computer-generated imagery, and a reconstruction of the Titanic built at Playas de Rosarito in Baja California were used to re-create the sinking. The film was partially funded by Paramount Pictures and 20th Century Fox. It was the most expensive film made at that time, with an estimated budget of $200 million.
Upon its release on December 19, 1997, Titanic achieved critical and commercial success. Nominated for fourteen Academy Awards, it tied All About Eve (1950) for the most Oscar nominations, and won eleven, including the awards for Best Picture and Best Director, tying Ben Hur (1959) for the most Oscars won by a single film. With an initial worldwide gross of over $1.84 billion, Titanic was the first film to reach the billion-dollar mark. It remained the highest-grossing film of all time until Cameron's 2009 film Avatar surpassed it in 2010. A 3D version of Titanic, released on April 4, 2012 to commemorate the centennial of the sinking, earned it an additional $343.6 million worldwide, pushing the film's worldwide total to $2.18 billion. It became the second film to gross more than $2 billion worldwide (after Avatar)."
314;3 Ninjas: High Noon At Mega Mountain (1998);3 Ninjas is a series of action comedy films directed towards the pre-teen audience about the adventures of three young brothers who are trained by their Japanese grandfather in the art of Ninjutsu. Victor Wong, Alan McRae, and Margarita Franco are the only cast members to appear in all four films.
315;Apt Pupil (1998);"Apt Pupil is a 1998 American thriller film directed by Bryan Singer and starring Ian McKellen and Brad Renfro. It is based on the 1982 novella of the same name by Stephen King. In the 1980s in southern California, high school student Todd Bowden (Renfro) discovers fugitive Nazi war criminal Kurt Dussander (McKellen) living in his neighborhood under the pseudonym Arthur Denker. Bowden, obsessed with Nazism and acts of the Holocaust, persuades Dussander to share his stories, and their relationship stirs malice in each of them.
The novella was first published in King's 1982 collection Different Seasons. Producer Richard Kobritz sought to adapt the novella into a film during the 1980s, but two actors he invited to play Dussander died. When filming began in 1987, a loss of financing led to the production being shut down. Forty minutes of usable footage existed, but production was never revived. In 1995, when rights to the novella returned to King, Bryan Singer petitioned the author for an opportunity to adapt the novella. With King's support, Singer filmed Apt Pupil with McKellen and Renfro in Altadena, California, in 1997. The director shortened the novella's storyline, reduced its violence, and changed the ending. Singer called Apt Pupil ""a study in cruelty"" with Nazism only serving as a vehicle for the capacity of evil.
During the $14 million production, a lawsuit was filed by several extras who alleged that they were told to strip naked during a shower scene, but the lawsuit was determined to be without merit. The film was released in the United States and Canada in October 1998 to mixed reviews and made under $9 million. The main actors won several minor awards for their performances."
316;As Good As It Gets (1997);"As Good as It Gets is a 1997 American romantic comedy film directed by James L. Brooks. It stars Jack Nicholson as a misanthropic and obsessive-compulsive novelist, Helen Hunt as a single mother with a chronically ill son, and Greg Kinnear as a gay artist. The screenplay was written by Mark Andrus and Brooks. The paintings were created for the film by New York artist Billy Sullivan.
Nicholson and Hunt won the Academy Award for Best Actor and Best Actress, respectively, making As Good As It Gets the most-recent film to win both of the lead acting awards, and the first since 1991's The Silence of the Lambs. It is ranked 140th on Empire magazine's ""The 500 Greatest Movies of All Time"" list."
317;In the Name of the Father (1993);"In the Name of the Father is a 1993 Irish-British-American biographical courtroom drama film co-written and directed by Jim Sheridan. It is based on the true life story of the Guildford Four, four people falsely convicted of the 1974 IRA's Guildford pub bombings, which killed four off-duty British soldiers and a civilian. The screenplay was adapted by Terry George and Jim Sheridan from the autobiography Proved Innocent: The Story of Gerry Conlon of the Guildford Four by Gerry Conlon.
The film was positively received by critics, and received seven Academy Award nominations, including Best Actor in a Leading Role (Daniel Day-Lewis), Best Actor in a Supporting Role (Pete Postlethwaite), Best Actress in a Supporting Role (Emma Thompson), Best Director, and Best Picture."
318;Schindler's List (1993);"Schindler's List is a 1993 American epic historical period drama film directed and co-produced by Steven Spielberg and scripted by Steven Zaillian. It is based on the novel Schindler's Ark by Australian novelist Thomas Keneally. The film relates a period in the life of Oskar Schindler, an ethnic German businessman, during which he saved the lives of more than a thousand mostly Polish-Jewish refugees from the Holocaust by employing them in his factories during World War II. It stars Liam Neeson as Schindler, Ralph Fiennes as SS officer Amon Göth, and Ben Kingsley as Schindler's Jewish accountant Itzhak Stern.
Ideas for a film about the Schindlerjuden (Schindler Jews) were proposed as early as 1963. Poldek Pfefferberg, one of the Schindlerjuden, made it his life's mission to tell the story of Schindler. Spielberg became interested in the story when executive Sidney Sheinberg sent him a book review of Schindler's Ark. Universal Pictures bought the rights to the novel, but Spielberg, unsure if he was ready to make a film about the Holocaust, tried to pass the project to several other directors before finally deciding to direct the film himself.
Principal photography took place in Kraków, Poland, over the course of 72 days in 1993. Spielberg shot the film in black and white and approached it as a documentary. Cinematographer Janusz Kamiński wanted to give the film a sense of timelessness. John Williams composed the score, and violinist Itzhak Perlman performs the film's main theme.
Schindler's List premiered on November 30, 1993, in Washington, D.C. and it was released on December 15, 1993, in the United States. Often listed among the greatest films ever made, it was also a box office success, earning $321.2 million worldwide on a $22 million budget. It was the recipient of seven Academy Awards (out of twelve nominations), including Best Picture, Best Director, Best Adapted Screenplay, and Best Original Score, as well as numerous other awards (including seven BAFTAs and three Golden Globes). In 2007, the American Film Institute ranked the film 8th on its list of the 100 best American films of all time. The Library of Congress selected it for preservation in the National Film Registry in 2004."
319;Everyone Says I Love You (1996);"Everyone Says I Love You is a 1996 American musical comedy film written and directed by Woody Allen, who also stars alongside Julia Roberts, Alan Alda, Edward Norton, Drew Barrymore, Gaby Hoffmann, Tim Roth, Goldie Hawn, Natasha Lyonne and Natalie Portman. Set in New York City, Venice and Paris, the film features singing by actors not usually known for their singing.
Everyone Says I Love You did not do well commercially, but is among the more critically successful of Allen's later films, with Chicago Sun-Times critic Roger Ebert even ranking it as one of Allen's best."
320;Paradise Lost: The Child Murders at Robin Hood Hills (1996);Paradise Lost: The Child Murders at Robin Hood Hills is a 1996 documentary film directed by Joe Berlinger and Bruce Sinofsky about the trials of three teenage boys who came to be known as the West Memphis Three in West Memphis, Arkansas. The teenagers—Jessie Misskelley, Damien Echols and Jason Baldwin—were accused of the May 1993 murder and sexual mutilation of three prepubescent boys. The film was followed by two sequels: Paradise Lost 2: Revelations and Paradise Lost 3: Purgatory.
321;Mother (1996);"Mother is a 1996 comedy-drama film directed by Albert Brooks, co-written by Brooks with Monica Johnson, and starring Brooks and Debbie Reynolds as son-and-mother.
Brooks portrays a novelist who moves back home with his mother after his second divorce, hoping to determine why all his relationships with women were unsuccessful. Mother was Reynolds's first major film role in over 20 years. The film earned positive reviews and was Brooks's most financially successful film as a director."
322;Murder at 1600 (1997);Murder at 1600 is a 1997 American thriller film directed by Dwight H. Little. The film stars Wesley Snipes and Diane Lane. The 1600 in the title refers to 1600 Pennsylvania Avenue, the address of the White House. The film is based on the novel Murder in the White House by Margaret Truman, daughter of U.S. President Harry S. Truman.
323;Dante's Peak (1997);Dante's Peak is a 1997 American dramatic disaster thriller film directed by Roger Donaldson. Starring Pierce Brosnan, Linda Hamilton, Charles Hallahan, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley and Grant Heslov, the film was set in the fictional town of Dante's Peak where the inhabitants must survive the volcano's eruption and its dangers. It was released on February 7, 1997 under the production of Sony, Universal Pictures and Pacific Western.
324;Lost Highway (1997);"Lost Highway is a 1997 French-American film written and directed by David Lynch. It stars Bill Pullman as a man convicted of murdering his wife (Patricia Arquette), after which he inexplicably morphs into a young mechanic and begins leading a new life. The movie, which has noir elements, features the last film appearances of Robert Blake, Jack Nance, and Richard Pryor, and the acting debut of Marilyn Manson.
Lynch co-wrote the screenplay with Barry Gifford, whose novel served as the basis for Lynch's film Wild at Heart (1990). Lynch conceived Lost Highway after the critical and box office failure of Twin Peaks: Fire Walk with Me (1992), a film adaptation and follow-up to the cult television series Twin Peaks.
Despite receiving mixed reviews, Lost Highway has developed a cult following and is greatly admired by some critics. In 2003, the film was adapted as an opera."
325;Crash (1996);"Crash is a 1996 British-Canadian psychological thriller film written and directed by David Cronenberg based on J. G. Ballard's 1973 novel of the same name. It tells the story of a group of people who take sexual pleasure from car crashes, a notable form of paraphilia. The film stars James Spader, Deborah Kara Unger, Elias Koteas, Holly Hunter, and Rosanna Arquette.
The film generated considerable controversy upon its release and opened to mixed and highly divergent reactions from critics. While some praised the film for its daring premise and originality, others criticized its combination of graphic sexuality and violence. It premiered at the Cannes Film Festival, where it won the Special Jury Prize, considered the third-most prestigious prize of the festival. It won six Genie Awards from the Academy of Canadian Cinema and Television, including awards for Cronenberg as director and screenwriter; the film was also nominated in two further categories, including producer."
326;G.I. Jane (1997);"Michael Currie (born Herman Christian Schwenk, Jr.; July 24, 1928 – December 22, 2009) was an American actor who appeared in several films and on television. Born in Kingston, New York to Herman C. Schwenk and Mabel Lockwood, he began his career in 1964.
He had roles in several Clint Eastwood movies including the comedy film Any Which Way You Can (1980) and Firefox (1982). He also played Lt. Donnelly in the fourth installment of the ""Dirty Harry"" film series Sudden Impact (1983), and reprised his role as Capt. Donnelly in the 1988 sequel The Dead Pool.
Currie had roles in the horror films Dead & Buried (1981) and Halloween III: Season of the Witch (1982). His other film appearances included Loving Couples (1980), Airplane II: The Sequel (1982), Starflight: The Plane That Couldn't Land (1983), The Philadelphia Experiment (1984), Distant Thunder (1988), The Man Without a Face (1993) and G.I. Jane (1997).
Currie starred in the 1960s cult TV show Dark Shadows as Sheriff Jonas Carter. He has made guest appearances on many TV shows. Other television programs on which he appeared include Lou Grant, MASH, Barney Miller, Cheers, Homicide: Life on the Street and Law & Order. Currie died on December 22, 2009."
